Address,COUNTA of Address,ADM3_EN,ADM2_EN,ADM1_EN
"HARON DIP,BOALKHALI,CTG.",1,Boalkhali,Chittagong,Chittagong
"HARONA,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"HARPARA,URKIRCHAR,RAO ZAN,CTG",1,Atpara,Netrakona,Mymensingh
"HARUA,NOBINAGAR,B- BARIA",1,Unknown,Unknown,Unknown
"HARUALCHORI,RANGUNIA, CTG.",1,Rangunia,Chittagong,Chittagong
"HARUYALCHARI,FATIKCHA RI,CTG",1,Fatikchhari,Chittagong,Chittagong
"HASAN ALI MISTIRI BARI,WEST FARIDARPARA,CHANDGAO, CTG",1,Khan Jahan Ali,Khulna,Khulna
"HASANDONDI,CHANDANISH ,CTG",1,Chandanaish,Chittagong,Chittagong
"HASANDONDI,DOHAZARI,C HANDONAISH,CTG",1,Chandanaish,Chittagong,Chittagong
"HASANGONIPUR,DAGONBH UYAN,FENI",1,Feni Sadar,Feni,Chittagong
HASEMPUR NAGALCOT CUMIILLA,1,Nangalkot,Comilla,Chittagong
"HASHIMNAGAR,ABU TORAB,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"HASHIMPUR, CHANDANISH, CTG",1,Chandanaish,Chittagong,Chittagong
"HASINA BEKHARY,MURADPUR,CTG",1,Unknown,Unknown,Unknown
"HASMAT ALI MALUM ER BARI,ABIDAR PARA,AGRABAD,CTG",1,Bagati Para,Natore,Rajshahi
"HASNABAD,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"HASNAPUR,SADAR,NOWAK HALI,",1,Bagerhat Sadar,Bagerhat,Khulna
"HATAS,MURADNAGAR,CUM ILLA",1,Muradnagar,Comilla,Chittagong
"HATHAZARI, CTG.",1,Hathazari,Chittagong,Chittagong
"HATHAZARI,CG",1,Hathazari,Chittagong,Chittagong
"HATHAZARI,MCTG",1,Hathazari,Chittagong,Chittagong
"HATIA, NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"HATIA, NOAKHALI.",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"HATIA,NOAKHALI,",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
HATIA. NOAKHALI.,1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
HATIARPOOL SATKANIA CTG,1,Satkania,Chittagong,Chittagong
"HATILOTA,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
HATIRBAN KACHUA CHANDPUR.,1,Kachua,Chandpur,Chittagong
"HATIRDIA,MONOHARDI,NAR SHINDI",1,Manohardi,Narsingdi,Dhaka
"HATIYA,",1,Hatiya,Noakhali,Chittagong
"HATIYARA,KASHIYANI,GOP ALGONJ",1,Kashiani,Gopalganj,Dhaka
"HATIYATOLI,LAXMIPUR",1,Unknown,Unknown,Unknown
HATIYTA NOAKHAOLI,1,Hatiya,Noakhali,Chittagong
"HATKALUGONJ,CHUADANG A",1,Unknown,Unknown,Unknown
"HAYEMCHAR,CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"HAZERA TAJU DIGREE COLLEGE,CHANDGAO,CTG",1,Chandgaon,Chittagong,Chittagong
"HAZI AMIR HOSSAIN MISTRI BARI,BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"HAZI ASHRAF ALI ROAD,SHORAIPARA,PAHAR TOLI,CTG",1,Khan Jahan Ali,Khulna,Khulna
"HAZI BARI,MURADPUR,PANCHLI SH,CTG.",1,Panchlaish,Chittagong,Chittagong
"HAZI CHAMP, PAHARTALI, CTG",1,Pahartali,Chittagong,Chittagong
"HAZI KHALILUR RAHMAN SOWDAGAR BARI,WARD NO-18,EAST BAKALIA,CTG",1,Unknown,Unknown,Unknown
"HAZI KHOIRATI MIYAR MUNSHI BARI,SOUTH PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HAZI NAZIR ALIR BARI,KHAJA ROAD,BAHADDARHAT,CHA NDGAO,CTG",1,Chandgaon,Chittagong,Chittagong
"HAZI NURUL ISLAM KHALIFAR BARI,BARO KABORASTAN,BAKALAI,CTG",1,Unknown,Unknown,Unknown
"HAZI PARA, DOUBLEMURING, CTG",1,Bagati Para,Natore,Rajshahi
"HAZI PARA,N.T.MADRASHA,POM RA,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
"HAZI TORAB ALIR BARI,SHORAIPARA,PAHART OLI,CTG",1,Rajpara,Rajshahi,Rajshahi
"HAZIDANGA BAZAR,GOPALPUR,JINAIDAHA",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HAZIGANJ, CHANDPUR",1,Hajiganj,Chandpur,Chittagong
"HAZIGAO,ANOWRA,CTG",1,Anowara,Chittagong,Chittagong
"HAZIGAO,BANIGRAM,BANS HKHALI,CTG.",1,Banshkhali,Chittagong,Chittagong
"HAZIGAO,BANSHKHALI,CTG",1,Banshkhali,Chittagong,Chittagong
"HAZIGONJ,BEGUMGONJ",1,Begumganj,Noakhali,Chittagong
"HAZIGRAM,CHADDOGRAM, CUMILLA",1,Chauddagram,Comilla,Chittagong
"HAZIGRAM,DIGHALIA,KHUL NA",1,Dighalia,Khulna,Khulna
"HAZIGRAM,HORISHPUR,SA NDWIP,CTG",1,Sandwip,Chittagong,Chittagong
"HAZIPARA,AGRABAD,CTG",1,Unknown,Unknown,Unknown
"HAZIPARA,BARO KUMIRA,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"HAZIPARA,DAUBLEMORING ,CTG.",1,Double Mooring,Chittagong,Chittagong
"HAZIPARA,DOUBLE MURING,CTG",1,Double Mooring,Chittagong,Chittagong
"HAZIPARA,LAXMIPUR",1,Unknown,Unknown,Unknown
"HAZIPARA,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"HAZIPARA,WAJIDIA,PUNCH LAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"HAZIPUR,CHANDPUR",1,Unknown,Unknown,Unknown
"HAZIPUR,CHARJABBAR",1,Unknown,Unknown,Unknown
"HAZIPUR,KOLAPARA",1,Unknown,Unknown,Unknown
"HAZIR HAT,LASKHMIPUR",1,Unknown,Unknown,Unknown
"HAZIR SORAI,JOLARGONJ,MIRSAR AI,CTG",1,Mirsharai,Chittagong,Chittagong
"HAZIRBAZAR, FENI.",1,Feni Sadar,Feni,Chittagong
"HAZIRKHIL,DORBARE MUSABIA,FATIKCHARI,CTG",1,Fatikchhari,Chittagong,Chittagong
"HAZIRPARA,LUXMIPUR",1,Mirpur,Dhaka,Dhaka
"HAZIRPUL,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HAZISHWARAI,JORARGONJ ,CTG",1,Ishwardi,Pabna,Rajshahi
"HELBUNYA,KATHALIA,JHAL OKATHI",1,Kanthalia,Jhalokati,Barisal
"HEVAN TOWER,CORNELHAT,CTG",1,Unknown,Unknown,Unknown
"HEYACO,BHUJPUR,CTG",1,Bhuapur,Tangail,Dhaka
"HIJLA,CHITALMARI,BAGERH AT",1,Chitalmari,Bagerhat,Khulna
HILL VIEW PANCHLAISH CTG,1,Panchlaish,Chittagong,Chittagong
"HILL VIWE R/A, BYZID, CTG",1,Unknown,Unknown,Unknown
"HILLVIEW,PANCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"HILLVIEW,PUNCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"HILOCHIA.BAJITPUR,KISHO REGONJ",1,Bajitpur,Kishoreganj,Dhaka
"HILVIEW,BAIZID,CTG.",1,Unknown,Unknown,Unknown
"HINDU PARA, EID GAH, COX BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
HINDUPARA ALI KADAM BANDARBAN,1,Bandarban Sadar,Bandarban,Chittagong
"HINGALA,RAOZAN,CTG",1,Raozan,Chittagong,Chittagong
"HINGALA,RAWZAN,CTG.",1,Raozan,Chittagong,Chittagong
"HINGORIPARA,SITAKUND,C TG.",1,Sitakunda,Chittagong,Chittagong
"HINGULI,MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
"HIRAPUR,AKHAURA",1,Akhaura,Brahamanbaria,Chittagong
"HIRAPUR,CHATKHIL",1,Unknown,Unknown,Unknown
"HIYAJORA,NANGALKOT,CU MILLA",1,Nangalkot,Comilla,Chittagong
"HNO-     RNO- 01,KUNJACHAYA R/A,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HNO- 136,BLOCK-G,BISWA COLONY KACHA BAZAR,AKBAR SHAH,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO- 1511,MOSHJIDGOLI,CHOW MUHANI,HAZIPARA,CTG",1,Unknown,Unknown,Unknown
"HNO- 184,S.B.NAGAR,ANOWAR STORE ,JHAUTOLA,KHULSHI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO- 203,WEST HAI LEVEL ROAD,LALKHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO- 266/A,S.B.NAGAR,JHAUTOL A,KHULSHI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO- 302,JALILGONJ,TECPARA,P ATHARGHATA,CTG",1,Patharghata,Barguna,Barisal
"HNO- 43/A,KUNJACHAYA,R/A, BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HNO- 435,SADARGHAT,SOUTH NALAPARA,CTG",1,Atpara,Netrakona,Mymensingh
"HNO- 50/A,SHULOSHAHAR,PUNC HLAISH,CTG",1,Halishahar,Chittagong,Chittagong
"HNO- 707/B,AMBAGAN,RAILWAY COLONY,KHULSHI,CTG",1,Unknown,Unknown,Unknown
"HNO- 775,RAMPUR,EIDGHA,HALIS HAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO- L6S,WIRELESS,PAHARTOLI, CTG",1,Pahartali,Chittagong,Chittagong
"HNO-01,BLOCK-B,SHAHID ALAMGIR SAROK,AMIN JUTE MILLS,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HNO-01,LANE NO- 04,BASUNDHARA R/A,NORTH AGRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-01,LANE NO-18,RNO- 02,BLOCK- B,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-01,RNO- 01,GREENVIEW R/A,WEST NASIRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-02,LANE NO-4,RNO- 01,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-07,RAMKRISHNA MISSION LANE,ASHKARDIGHIRWEST PAR,CTG",1,Unknown,Unknown,Unknown
"HNO-09,RNO-02,BLOCK- H,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-10,RNO-05,LAKE VELLY R/A,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-10/1,DONALI JHORNA LANE,JAMAL KHAN,CTG",1,Khan Jahan Ali,Khulna,Khulna
"HNO-1040,AMZAD MENSION,ZAKIR HOSSAIN ROAD,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-11,LANE NO-11,ROAD NO-01,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-11,RNO-5,LANE NO- 2,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-116,BLOCK-C,BANK COLONY,FIROZ SHAH COLONY,CTG",1,Shah Ali,Dhaka,Dhaka
"HNO-1181,ROUFABAD COLONY,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HNO-12,RNO-01,LANE NO- 03,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-12053,NORTH AGRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-1227,ARUNIMA,ZAKIR HOSSAIN ROAD,EAST NASIRABAD,CTG",1,Hossainpur,Kishoreganj,Dhaka
"HNO-13,BLOCK-I,RNO- 01,LANE NO- 07,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-13,LANE NO- 10,BLOCK- B,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-13,RNO-1,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-132/A, ABDUL HAKIM LANE,KAPASGOLA,PUNCHL AISH,CTG",1,Panchlaish,Chittagong,Chittagong
"HNO-143,S B NAGAR,JHAUTOLA,KHULSH I,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-1493,ASADGONJ,CTG",1,Unknown,Unknown,Unknown
"HNO-15,LANE NO-05,RNO- 01,BLOCK- B,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-15,LANE NO-6,BLOCK- I,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-151,CHAN MARI ROAD,LAL KHAN,CTG",1,Khan Jahan Ali,Khulna,Khulna
"HNO-154,DAROGAHAT ROAD,KOTOWALI,CTG",1,Kotwali,Chittagong,Chittagong
"HNO-158,BLOCK-G,BISWA COLONY,CTG",1,Unknown,Unknown,Unknown
"HNO-16,SHEIKH PARA,JALIL GONJ,PATHARGHATA,CTG",1,Patharghata,Barguna,Barisal
"HNO-168/174,MAYOR GOLI,SHOLOSHAHAR 2NO GATE,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-169,JHORNA PARA,SOUTH PAHARTOLI,CTG",1,Bagati Para,Natore,Rajshahi
"HNO-17/18,C.D.A. R/A,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-170,BLOCK-J,BISWA BANK R/A,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-178,BLOCK-O,BISWA COLONY,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"HNO-1797,DHOPA PARA,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-184,RNO- 8,CHANDGAO R/A,CTG",1,Chandgaon,Chittagong,Chittagong
"HNO-19,BLOCK NO-I,LANE NO-07,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-1924,MMOSHJID GOLI,ASADGONJ,CTG",1,Unknown,Unknown,Unknown
"HNO-2,RNO-1,BLOCK- H,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-203,WEST HAI LEVEL ROAD,LALKHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-208,CHASHMA HILL,EAST NASIRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-21,RNO-2,LANE NO- 18,B- BLOCK.HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-24,LANE NO- 02,BLOCK-A,RNO- 01,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-24,R NO+LANE NO- 01,BLOCK- L.HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-24/52,BACHA MIA ROAD,WEST NASIRABAD,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-25,BLOCK-I,LANE NO- 11,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-26,LANE NO-02,RNO- 01,BLOCK- I,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-2674,BEPARI PARA,AGRABAD,CTG",1,Bagati Para,Natore,Rajshahi
"HNO-270,LANE NO- 10,BLOCK NO- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-29,RUPASHI H/S, NASIRABAD,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-295,KONIKA BUILDING,HAZI PARA,AGRABAD,CTG",1,Bagati Para,Natore,Rajshahi
"HNO-3282/B,SAGARIKA ROAD 1ST LANE,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-33 ,BAYAZID BOSTAMI R/A,CTG",1,Bayejid Bostami,Chittagong,Chittagong
"HNO-33,RNO- 02,LANE NO- 16, BLOCK NO- B,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-33,RNO-02,LANE NO- 16,BLOCK- B,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-3428/I,GULBAG R/A,MOJU SHAH LANE,FAKIRABAD,OXYZEN, CTG",1,Shah Ali,Dhaka,Dhaka
"HNO-35,BOKSHIRHAT,CTG",1,Gosairhat,Shariatpur,Dhaka
"HNO-353,NORTH AGRABAD,ROMNA R/A,CTG",1,Homna,Comilla,Chittagong
"HNO-36,M.M.ALI ROAD,LALKHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-39,BAG MONI RAM ROAD,BETTARY GOLI,DAMPARA,CTG",1,Unknown,Unknown,Unknown
"HNO-395,KICHUXAN VILA,D,C.ROAD,DEWAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-453/A, D.T.ROAD,KADAMTOLI,CTG",1,Kadamtali,Dhaka,Dhaka
"HNO-468/534,PAHARIKA R/A,RNO-02,SOUTH KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-48,CHAN MARI ROAD,LAL KHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-493,CHATO PUL,NAZIR AHMED MUNSHI BARI,AGRABAD,CTG",1,Nazirpur,Pirojpur,Barisal
"HNO-573, RNO-04,WEST KHULSHI,GATE NO-02,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-577,WEST SUPARIWALAPARA,DEWAN HAT,CTG",1,Atpara,Netrakona,Mymensingh
"HNO-6,LANE NO-01,RNO- 04,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-6/A,1 NO JOYNAGAR,CHOWKBAZAR, CTG",1,Bijoynagar,Brahamanbaria,Chittagong
"HNO-63/64,MD.ALI SHAH ROAD,CHOWKBAZAR,CTG",1,Khan Jahan Ali,Khulna,Khulna
"HNO-7,BAYATUL KARAM BUILDING,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"HNO-7,BLOCK-H,RNO- 2,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-7,RNO-3,GATE NO- 8,BLOCK- K,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-715 RNO-01, ,CDA, AGRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-74,KAPASGOLA,CTG",1,Unknown,Unknown,Unknown
"HNO-763,RUBI GATE,NASIRABAD,CTG",1,Unknown,Unknown,Unknown
"HNO-796/H,SEGUN BAGAN, RNO-9,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-80,BAGGHONA,LAL KHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-82,SHAH GORIB ULLAH H/S,NORTH LALKHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HNO-88,BLOCK-D,BISWA COLONY,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-9,RNO- 3,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HNO-FH/20,SHEIR SHAH COLONY,BAYAZID,CTG",1,Shah Ali,Dhaka,Dhaka
"HNO-FJ/8,SHEIR SHAH COLONY,BAYAZID,CTG",1,Shah Ali,Dhaka,Dhaka
"HNO-FM-12,SHAEIR SHAH H/A,BAYAZID,CTG",1,Shah Ali,Dhaka,Dhaka
"HNO-G/60,RNO-01,CDA R/A,CORNELHAT,PAHARTO LI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-H 7/8,CDA R/A,RNO- 01,CORNELHAT,NORTH KATTOLI,CTG",1,Unknown,Unknown,Unknown
"HNO-H 7/8,RNO-01,CDA R/A,CORNELHAT,NORTH KATTOLI,CTG",1,Unknown,Unknown,Unknown
"HNO-L 22/L,L NO- 04,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-L 796C,SEGUN BAGAN,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"HNO-L/43/I,LANE NO- 6,WIRELESS,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"HNO-SD17,PDB HOSPITAL ROAD,BANGLA COLONY,KAPTAI",1,Kaptai,Rangamati,Chittagong
"HNO-W J/7,WEST FIROZ SHAH COLONY,PAHARTOLI,KHUL SHI,CTG",1,Shah Ali,Dhaka,Dhaka
"HOARAPARA RAOZAN, CTG",1,Raozan,Chittagong,Chittagong
"HORARBAG,BOALKHALI,CTG",1,Boalkhali,Chittagong,Chittagong
"HORE NARAYANPU,MAYEZDI SADAR,NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"HORIDEBPUR,CHAR CHANDRAIN,GOLACHIPA,P ATUAKHALI",1,Galachipa,Patuakhali,Barisal
"HORIGONJ,LALMOHAN,BHO LA",1,Lalmohan,Bhola,Barisal
"HORIPUR,AMTOL,KENDUYA ,NETROKONA",1,Netrokona Sadar,Netrakona,Mymensingh
"HORIPUR,CHAGOLNAIYA,F ENI",1,Haripur,Thakurgaon,Rangpur
HORISHCHAR.LAKSHAM,1,Lakhai,Habiganj,Sylhet
"HORISHPUR,JHINAIDAHA",1,Unknown,Unknown,Unknown
"HORISHPUR,SANDIP,CTG.",1,Sandwip,Chittagong,Chittagong
"HORISHPUR,SANDWIP",1,Sandwip,Chittagong,Chittagong
"HORISHPUR,SANDWIP,CTG.",1,Sandwip,Chittagong,Chittagong
"HORKI,MEHENDIGONJ,BARI SHAL",1,Mehendiganj,Barisal,Barisal
"HOSPITALPARA,CHAKARIA, COX'SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"HOSSAIN AHMED PARA,PATENGA,CTG",1,Patenga,Chittagong,Chittagong
"HOSSAIN MENSION,NESARIA MADRASA ROAD,N,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
HOSSAINPUR KISHORGANJ,1,Hossainpur,Kishoreganj,Dhaka
"HOUSE 37,BISHAWKOLONI,AKBARS HAH,CTG.",1,Unknown,Unknown,Unknown
"HOUSE NO-48, BLOCK-B ROAD NO-03 HILL VIEW R/A BIAZID CTG",1,Unknown,Unknown,Unknown
"HOUSE- 169, ROAD-8, GARIB ULLAH SHAH H:/ S: , KHULSHI, CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HOUSE-01, ROAD-01, KHULSHI, CTG",1,Khulshi,Chittagong,Chittagong
"HOUSE-20, ANANDADHARA R/A, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"HOUSE-22, ROAD-22, CDA R/A, DOUBLEMURING, CTG",1,Double Mooring,Chittagong,Chittagong
"HOUSE: 08, FIROZSHAH R/A, AKBARSHA, CTG",1,Unknown,Unknown,Unknown
"HOUSING SOCITY,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"HOYARPARA,RAOZAN,CTG",1,Raozan,Chittagong,Chittagong
"HUGLI, SADAR, NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"HUGLI,SHINGHERGAO,FARI DGONJ,CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"HULAIN,POTIYA,CTG",1,Patiya,Chittagong,Chittagong
"HULAIN,POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
"HUMAIN,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"HUMNA, CUMILLA",1,Homna,Comilla,Chittagong
"HUMNA,SADAR,CUMILLA",1,Homna,Comilla,Chittagong
"HURITALUK,SADAR,NOAKH ALI",1,Unknown,Unknown,Unknown
"HUTHATIYA,RAMGONJ,LAX MIPUR",1,Hatiya,Noakhali,Chittagong
"IBRAHIM SOWDAGAR BARI,5 NO WARD,MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
"ICHAKHALI,RANGUNIA,CTG",1,Unknown,Unknown,Unknown
"ICHAPUR, HATHAZARI, CTG",1,Unknown,Unknown,Unknown
"IDIL PUR,BINAJURI,RAOZAN,CTG",1,Juri,Maulvibazar,Sylhet
"IDILPUR, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"IDILPUR,FATIKCHARI,CTG",1,Fatikchhari,Chittagong,Chittagong
"IKBAL ROAD,KOTUALI,CTG.",1,Kotwali,Chittagong,Chittagong
"ILSHA,BANSHKHALI,CTG",1,Banshkhali,Chittagong,Chittagong
"ILSHA,GUNAGORI,BANSHK HALI,CTG",1,Banshkhali,Chittagong,Chittagong
"IMAM BHILA,K.B.AMAN ALI ROAD,CHOWKBAZAR,CTG",1,Khan Jahan Ali,Khulna,Khulna
"IMAM COURT JAME MOSHJID,SADAR,KHAGRAC HARI",1,Khagrachhari Sadar,Khagrachhari,Chittagong
"IMAM NAGAR, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"IMAM NAGAR,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"IMAMNAGAR,CTG",1,Bamna,Barguna,Barisal
"IMAMNAGAR,FAKIRHAT,FAT IKCHARI,CTG",1,Fakirhat,Bagerhat,Khulna
"IMAMNAGAR,FATIKCHARI,C TG",1,Fatikchhari,Chittagong,Chittagong
"IMAMNAGAR,SITAKUNDA,C TG",1,Sitakunda,Chittagong,Chittagong
"INDURKALI,PIROZPUR",1,Unknown,Unknown,Unknown
"ISA BOLIR BARI,EAST BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"ISA NAGAR,AZIMPARA,KARNAF ULY,CTG",1,Jiban Nagar,Chuadanga,Khulna
"ISAKHALI,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
ISANAGAR KARNAPHULI CTG,1,Zianagar,Pirojpur,Barisal
"ISANAGAR,BANDAR,CTG",1,Unknown,Unknown,Unknown
"ISANAGAR,KARNAFULLY,C TG.",1,Zianagar,Pirojpur,Barisal
"ISAPUR,NOBINAGAR,B- BARIA",1,Unknown,Unknown,Unknown
"ISHAMOTI,TALUKDER BARI,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
"ISHAQUE BUILDING,FLOOR - 02,D.C.ROAD,CHOWKBAZA R,CTG",1,Unknown,Unknown,Unknown
"ISHARKHAIN,POTIYA,CTG.",1,Sharsha,Jessore,Khulna
"ISHWAR NANDI ROAD,DEWAN BAZAR,CHANDANPURA,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"ISLAM MARKET ,KC DEY ROAD,CTG",1,New Market,Dhaka,Dhaka
"ISLAMABAD,SHAHI BAZAR,KURIGRAM,RANGPU R",1,Kurigram Sadar,Kurigram,Rangpur
"ISLAMBAG,UPASHAHAR,KO TOWAL;I,RANGPUR",1,Rangpur Sadar,Rangpur,Rangpur
"ISLAMI UNIVERSITY,KUSHTIA",1,Kushtia Sadar,Kushtia,Khulna
"ISLAMIARHAT,POTENGA,CTG",1,Patenga,Chittagong,Chittagong
"ISLAMPUR, BARHATTA, NETROKONA",1,Barhatta,Netrakona,Mymensingh
"ISLAMPUR,BANGORA,CUMI LLA",1,Islampur,Jamalpur,Mymensingh
"ISLAMPUR,KHAGRACHARI",1,Unknown,Unknown,Unknown
"ISLAMPUR,NAZIRPUR,BEGU MGONJ,NOAKHALI.",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"ISLAMPUR,RANGUNIA,CTG",1,Islampur,Jamalpur,Mymensingh
ISLAMPUR. RANGUNIA. CTG,1,Islampur,Jamalpur,Mymensingh
"ISPAHANI TEXTAIEL COLONY,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"ISPAHANI,PAHARTOLI,CTG.",1,Pahartali,Chittagong,Chittagong
"ISRAHANI GATE 01,SOUTH KHULSHI,RNO-01,CTG",1,Khulshi,Chittagong,Chittagong
